action_label,network_generation,network_latency_ms,packet_loss_pct,network_jitter_ms,gateway_latency_ms,gateway_failure_rate_pct,gateway_timeout_rate_pct,bank_latency_ms,bank_failure_rate_pct,bank_timeout_rate_pct,total_latency_ms,transaction_age_ms,retry_count,order_amount_inr,error_code_category,is_timeout_flag,true_network_degradation,true_gateway_degradation,true_bank_degradation
3,4G/LTE,190.11,4.5267,44.03,130.24,0.1957,0.1317,217.0,0.2337,1.2033,537.35,361.16,1,48552.75,1,0,49.18,15.08,6.29
1,5G,44.32,0.0734,2.54,114.73,0.0912,0.2963,916.66,0.9556,2.1466,1075.71,6215.12,0,19120.2,3,1,2.03,17.82,68.31
1,4G/LTE,113.39,0.0855,9.0,125.44,0.1382,0.1554,990.31,0.7329,1.8858,1229.14,2092.4,0,11102.44,3,0,8.01,12.55,64.1
3,5G,191.55,1.6864,43.91,117.91,0.1117,0.2731,312.32,0.2848,1.0181,621.78,5753.09,0,34921.68,1,0,32.18,17.85,9.19
3,4G/LTE,231.04,2.9044,56.21,81.47,0.0555,0.1547,265.68,0.2239,1.6941,578.19,2110.07,2,4798.89,1,0,45.33,5.34,15.91
3,Wi-Fi 6/7,689.43,2.9067,29.13,60.44,0.1586,0.2646,273.32,0.1733,1.1343,1023.19,1226.25,2,29926.21,1,1,64.57,18.29,6.99
1,5G,56.49,0.471,2.22,127.47,0.1606,0.1506,821.36,1.2065,2.6653,1005.32,5839.29,0,18797.3,3,1,5.04,13.82,75.81
1,4G/LTE,83.56,0.3882,4.78,99.65,0.1722,0.1764,520.89,0.9399,2.5714,704.1,5659.81,1,41208.68,3,1,6.86,15.16,54.61
1,4G/LTE,93.23,0.7199,14.59,59.09,0.0525,0.1645,895.63,1.2506,1.963,1047.95,7318.16,1,46187.47,0,0,12.22,4.91,69.77
3,4G/LTE,544.31,2.6274,70.97,123.02,0.0832,0.2373,310.96,0.1437,1.2332,978.29,7616.22,1,48691.35,1,1,66.31,13.91,9.83
2,4G/LTE,82.43,0.8914,3.83,558.55,0.2719,0.3617,393.7,0.1891,1.6788,1034.68,3722.85,3,42046.99,2,1,9.54,50.6,21.46
2,3G,215.6,1.0495,11.57,265.92,0.4216,0.4984,395.66,0.1622,1.7689,877.18,3281.77,2,39600.19,2,1,20.54,58.15,22.43
3,4G/LTE,328.75,2.0983,50.69,74.15,0.1615,0.2966,265.16,0.1472,1.6021,668.06,6429.87,0,32769.31,1,0,44.66,21.0,13.13
1,4G/LTE,61.01,0.495,4.48,41.75,0.1879,0.1706,654.72,0.8453,2.9551,757.48,1114.24,2,44548.83,3,1,6.09,13.67,65.37
2,Wi-Fi 6/7,32.58,0.3426,4.8,1066.04,0.2031,0.3216,314.76,0.1819,1.3344,1413.38,6602.77,0,26671.89,2,0,3.6,62.53,12.22
2,Wi-Fi 6/7,9.63,0.3127,1.82,870.67,0.2689,0.354,219.86,0.1829,1.3029,1100.16,6726.61,2,5496.89,0,1,1.88,61.62,7.02
2,4G/LTE,59.76,0.7246,14.5,269.44,0.2934,0.4663,219.03,0.2144,1.4095,548.23,7530.31,2,25555.51,2,1,10.26,47.72,9.14
3,5G,345.68,1.4932,45.19,95.72,0.1853,0.1406,224.59,0.2666,1.4875,665.99,4551.33,1,14460.68,1,0,40.46,13.65,11.52
1,4G/LTE,87.71,0.8808,11.99,133.86,0.0581,0.1024,623.48,0.9647,2.1238,845.05,3689.14,1,33652.04,3,1,12.12,4.21,53.47
3,2G/EDGE,1459.2,4.8333,58.29,78.15,0.1383,0.1545,239.55,0.1318,1.3081,1776.9,7420.04,2,10245.3,1,1,95.08,10.72,7.17
1,3G,182.37,1.7893,9.17,72.76,0.148,0.1715,795.18,1.4744,1.8477,1050.31,1110.84,1,444.22,3,0,22.34,12.23,67.02
1,4G/LTE,59.86,0.1636,8.0,47.28,0.0648,0.1832,759.17,1.3063,2.4363,866.31,2302.89,3,26527.92,3,1,5.04,6.46,71.04
3,3G,549.52,2.5495,63.57,72.61,0.0745,0.1352,203.16,0.1609,1.221,825.29,3991.39,1,25631.36,1,1,64.04,5.06,4.56
1,4G/LTE,57.55,0.729,6.55,113.03,0.1834,0.1672,665.62,1.1272,2.561,836.2,7420.15,1,15403.35,3,1,7.88,15.83,65.04
2,3G,255.67,1.8352,13.22,478.13,0.4305,0.3424,283.23,0.242,1.2706,1017.03,6963.79,0,22047.48,2,0,28.08,56.95,10.76
1,5G,21.44,0.1531,1.37,45.09,0.1503,0.1372,832.5,1.0041,2.1927,899.03,542.01,1,47154.85,0,1,1.0,9.2,65.66
3,5G,151.37,1.9869,25.22,113.92,0.1894,0.2055,271.59,0.2117,1.1167,536.88,4500.39,0,24896.71,1,0,26.28,18.66,7.32
2,3G,111.87,1.1171,12.59,410.54,0.3862,0.4379,248.25,0.1944,1.6117,770.66,833.54,1,36177.62,2,1,15.13,57.43,13.27
1,Wi-Fi 6/7,6.04,0.1332,1.92,133.15,0.1504,0.2824,697.83,0.855,2.0675,837.02,611.43,0,30426.74,3,1,0.8,21.59,54.39
1,Wi-Fi 6/7,23.45,0.0198,3.1,106.02,0.1837,0.2876,1003.28,0.7019,2.2365,1132.75,5610.06,1,5257.41,3,1,0.64,23.11,69.46
1,2G/EDGE,893.83,2.0918,36.2,93.5,0.0696,0.2595,830.59,0.77,2.587,1817.92,1017.99,0,45120.28,3,1,72.32,13.28,67.3
2,4G/LTE,60.43,0.3472,5.61,663.69,0.2969,0.3868,387.3,0.2207,1.5851,1111.42,1029.64,0,23627.34,0,1,5.49,57.77,20.3
2,4G/LTE,78.54,0.1886,3.47,772.4,0.4007,0.3326,251.34,0.112,1.798,1102.28,995.81,1,16627.55,0,0,5.0,65.38,14.75
3,5G,394.04,4.1746,54.5,68.4,0.1798,0.1055,329.13,0.2064,1.5414,791.57,7698.97,0,13937.28,1,0,62.05,10.06,16.48
1,Wi-Fi 6/7,34.24,0.0503,3.01,112.89,0.167,0.1236,655.59,0.9036,1.8155,802.72,6853.86,3,28308.96,3,0,1.43,12.01,49.36
2,5G,14.74,0.4265,4.42,922.1,0.2303,0.3577,267.6,0.1649,1.54,1204.44,5921.61,1,8691.21,0,1,3.25,61.21,12.64
3,Wi-Fi 6/7,391.17,3.4689,37.08,100.06,0.1142,0.262,238.43,0.2032,1.2813,729.66,3815.11,0,44652.34,1,0,52.67,16.66,7.98
1,4G/LTE,85.23,0.7408,3.01,133.69,0.0747,0.1467,452.48,1.4891,2.1783,671.4,1123.83,2,42735.7,0,1,8.57,8.08,55.1
3,Wi-Fi 6/7,650.61,2.2475,26.97,136.44,0.0846,0.2855,280.64,0.2976,1.1985,1067.69,6615.71,1,7418.61,1,1,57.71,17.52,10.54
1,2G/EDGE,606.24,3.9083,32.33,47.09,0.0784,0.2543,955.29,0.7227,2.7942,1608.62,2294.57,2,10781.99,3,1,66.6,11.8,75.8
3,5G,775.93,2.6631,46.56,80.06,0.1644,0.2722,322.22,0.1974,1.5661,1178.21,5051.65,1,8926.45,1,1,73.18,19.89,16.34
1,3G,125.32,0.3016,8.67,137.73,0.0864,0.2327,639.99,1.2825,2.5203,903.04,6227.05,3,28699.49,3,1,9.91,14.39,65.92
1,5G,13.62,0.0627,7.68,82.14,0.1472,0.2812,854.69,1.2882,2.2196,950.45,478.27,2,49901.71,3,1,2.0,19.39,72.25
3,4G/LTE,570.13,5.3731,57.86,104.81,0.1926,0.2524,235.64,0.2316,1.2714,910.58,6988.62,2,17696.7,1,1,78.32,21.46,8.2
3,Wi-Fi 6/7,492.56,4.0077,26.89,40.48,0.0655,0.2637,299.14,0.1769,1.1875,832.18,4760.76,1,2545.74,0,0,58.96,11.28,9.14
3,3G,1068.68,5.2155,57.1,118.18,0.161,0.2471,261.95,0.2125,1.1622,1448.81,3916.48,3,45693.78,1,1,95.74,19.53,7.54
2,3G,258.49,1.2585,15.04,717.51,0.3843,0.4582,374.76,0.1293,1.5026,1350.76,5087.7,0,40407.88,0,1,25.31,70.08,16.8
3,3G,722.73,3.3279,48.21,68.49,0.1651,0.2876,342.65,0.1188,1.6183,1133.87,5304.59,0,25015.65,1,1,74.51,20.47,16.74
2,5G,26.16,0.3277,7.86,464.91,0.2406,0.4152,349.12,0.1845,1.155,840.19,5511.07,2,29333.5,2,1,4.0,48.34,11.29
3,5G,719.12,1.7404,28.9,135.9,0.1619,0.2655,380.06,0.1934,1.6993,1235.08,2909.75,0,1836.34,0,1,59.25,21.4,21.16
3,4G/LTE,545.06,3.3887,25.81,56.61,0.0668,0.1097,242.23,0.2535,1.4918,843.9,7798.11,1,46279.98,1,1,58.02,2.35,12.23
1,5G,24.43,0.2155,3.43,54.62,0.0603,0.1644,482.33,1.1632,1.9738,561.38,1229.76,1,4803.21,3,0,1.96,5.26,47.71
3,2G/EDGE,1068.04,5.52,52.71,104.76,0.0672,0.226,257.36,0.1219,1.3646,1430.16,2740.56,1,18498.74,1,1,94.49,11.45,8.73
2,3G,125.83,0.637,10.28,522.82,0.4204,0.4647,284.8,0.2481,1.4553,933.45,5617.09,2,42151.53,2,1,12.41,65.59,13.71
3,3G,871.4,4.2454,70.65,68.32,0.0834,0.1284,303.61,0.1353,1.043,1243.33,3269.62,0,11059.66,0,1,95.09,5.06,6.46
1,5G,38.32,0.0727,7.98,117.28,0.1816,0.1829,615.03,1.2516,2.8836,770.63,964.65,2,13696.43,0,1,3.22,16.85,69.57
3,4G/LTE,356.51,3.8409,59.28,131.94,0.0581,0.2869,237.24,0.2507,1.1532,725.69,3486.16,1,44644.25,1,0,59.21,15.67,6.85
2,3G,139.66,1.6586,19.76,557.28,0.4208,0.4289,202.68,0.2311,1.5757,899.62,4818.14,1,39447.95,2,1,22.06,64.67,11.11
3,5G,448.37,2.5837,48.53,48.33,0.1381,0.1972,273.86,0.2104,1.2907,770.56,803.73,0,32798.03,0,0,53.99,12.26,10.02
3,2G/EDGE,1370.98,5.5086,63.49,67.36,0.1106,0.1389,265.92,0.2142,1.195,1704.26,7199.74,1,35433.14,0,1,97.57,7.5,8.26
2,Wi-Fi 6/7,41.87,0.1143,4.96,635.35,0.3508,0.4313,339.36,0.2951,1.6102,1016.58,3321.93,0,2986.48,2,1,2.82,63.09,19.6
2,2G/EDGE,637.03,3.5767,29.06,998.14,0.3931,0.4183,357.62,0.2415,1.4013,1992.79,5022.7,0,12741.61,0,1,65.49,78.7,16.43
1,Wi-Fi 6/7,26.97,0.0325,5.69,98.63,0.1549,0.205,606.52,1.0757,1.8919,732.12,3331.21,0,218.77,3,0,1.66,15.75,51.13
1,4G/LTE,52.06,0.1782,6.55,97.23,0.1163,0.1693,1054.78,0.9656,2.6933,1204.07,1303.45,0,40394.73,0,1,4.26,10.9,83.6
2,4G/LTE,60.27,0.243,12.05,601.95,0.2206,0.3739,290.33,0.1497,1.7825,952.55,1414.21,0,15505.68,2,1,6.7,49.57,17.14
3,4G/LTE,338.39,3.0251,61.14,47.32,0.1945,0.1443,235.11,0.1961,1.7157,620.82,358.13,1,28694.58,0,0,53.78,12.68,14.21
2,Wi-Fi 6/7,20.57,0.2215,3.05,406.45,0.2098,0.391,310.13,0.1574,1.37,737.15,7794.2,1,22470.42,2,1,1.66,42.58,12.08
2,Wi-Fi 6/7,48.56,0.2805,2.46,583.12,0.4806,0.464,206.27,0.102,1.0555,837.95,6571.49,1,26759.32,2,1,3.49,71.82,1.18
1,4G/LTE,92.39,0.9141,3.3,84.82,0.1416,0.1637,1188.76,0.9128,2.0716,1365.97,3831.44,0,35364.5,3,1,10.11,11.77,75.59
1,5G,36.78,0.2687,5.03,98.41,0.1649,0.2336,906.01,0.7286,1.8133,1041.2,876.71,1,2691.09,0,0,3.46,18.2,58.72
2,5G,55.54,0.4766,3.12,877.49,0.2269,0.3445,295.35,0.115,1.2821,1228.38,6249.02,1,22442.29,2,0,5.27,58.48,9.27
3,5G,159.69,3.6744,25.09,118.16,0.1057,0.1911,250.61,0.1275,1.0384,528.46,4767.43,2,11407.4,0,0,36.86,12.34,3.6
3,4G/LTE,320.54,1.6187,47.93,116.15,0.1529,0.2594,327.6,0.1524,1.7658,764.29,1122.65,0,42824.36,0,0,40.51,19.68,18.8
2,5G,23.41,0.2802,2.16,418.61,0.436,0.3869,266.04,0.281,1.1202,708.06,2954.7,0,29290.88,2,1,1.93,57.86,8.34
1,5G,43.64,0.2842,1.07,72.65,0.1277,0.1176,439.29,1.0175,1.9593,555.58,5608.88,2,10047.5,3,0,3.1,7.5,42.74
2,2G/EDGE,731.07,1.9191,36.76,269.42,0.3331,0.3198,381.15,0.2659,1.4958,1381.64,3797.3,1,37285.88,2,0,63.27,41.21,19.46
1,Wi-Fi 6/7,35.75,0.1047,4.04,137.0,0.1981,0.2285,633.81,1.4623,1.9623,806.56,3538.22,1,30210.67,0,0,2.14,21.54,60.45
1,3G,168.0,1.5117,8.72,52.91,0.0659,0.2171,700.2,1.309,2.1986,921.11,1055.56,3,16877.96,3,1,19.7,8.86,64.58
2,4G/LTE,41.74,0.9445,10.64,334.02,0.2788,0.3272,379.92,0.117,1.6875,755.68,1504.37,1,43062.92,2,0,9.41,40.48,19.61
1,5G,39.56,0.0178,5.19,54.63,0.0714,0.1301,494.86,0.9049,1.801,589.05,5061.74,1,48478.21,3,0,2.17,3.86,41.13
1,Wi-Fi 6/7,13.24,0.055,2.94,79.38,0.1709,0.1938,715.07,1.2348,2.601,807.69,327.76,0,47828.73,0,1,0.6,15.4,70.03
2,4G/LTE,63.45,0.2712,13.09,897.41,0.4149,0.3217,238.8,0.262,1.4542,1199.66,4655.66,1,7727.0,0,0,7.35,70.34,11.65
3,4G/LTE,556.12,3.3683,40.99,81.93,0.1765,0.1884,293.68,0.2169,1.6253,931.73,4907.38,2,16889.31,0,1,62.89,15.53,16.15
1,Wi-Fi 6/7,23.19,0.1375,4.34,120.78,0.1643,0.2596,626.88,1.1356,1.8069,770.85,3121.75,1,34788.59,3,0,1.68,20.62,51.94
3,4G/LTE,556.21,1.3693,33.22,97.27,0.1786,0.1257,329.29,0.2644,1.6979,982.77,870.28,1,21849.5,1,1,48.68,12.33,19.87
2,2G/EDGE,512.63,3.8782,35.78,337.75,0.3158,0.4806,227.34,0.1651,1.6525,1077.72,6145.36,3,45672.05,2,1,61.9,52.67,12.32
2,2G/EDGE,703.4,1.6373,18.2,834.83,0.4441,0.4738,288.95,0.2436,1.7082,1827.18,4089.33,1,45014.29,2,1,54.65,79.44,17.63
3,2G/EDGE,1081.68,3.4433,75.88,128.72,0.0732,0.2888,342.18,0.2941,1.1416,1552.58,3496.6,3,22807.42,0,1,90.66,16.67,12.7
2,5G,17.16,0.3379,7.79,435.15,0.2216,0.4104,350.12,0.2093,1.7453,802.43,1205.33,3,7686.75,2,1,3.68,45.66,20.64
3,4G/LTE,276.62,3.7122,52.32,84.33,0.0991,0.2852,342.82,0.1367,1.2318,703.77,2174.78,0,2841.28,1,0,51.75,16.51,11.27
2,Wi-Fi 6/7,32.12,0.3782,2.16,1030.98,0.2834,0.4972,216.12,0.107,1.6732,1279.22,5788.69,2,6921.08,2,1,3.03,77.55,11.03
2,3G,166.79,1.6779,14.56,821.2,0.2586,0.302,395.3,0.2798,1.2402,1383.29,4064.69,2,29873.15,2,0,22.29,55.83,16.58
2,5G,18.26,0.0122,2.87,861.78,0.2503,0.3807,302.03,0.1688,1.1809,1182.07,4806.08,1,23475.11,2,1,0.32,61.71,9.04
3,3G,627.93,3.19,65.41,51.07,0.1863,0.1094,227.98,0.1464,1.5404,906.98,7963.06,1,41429.44,1,1,73.02,10.09,10.33
3,2G/EDGE,779.07,3.7328,68.68,52.3,0.1157,0.2197,249.08,0.1554,1.59,1080.45,5733.41,3,14305.99,1,1,86.1,12.32,12.29
1,3G,119.86,1.7419,10.77,106.59,0.1128,0.2936,749.39,0.7043,2.1164,975.84,2719.3,1,45837.76,3,1,18.83,18.78,55.01
1,5G,55.96,0.0409,5.39,54.46,0.1256,0.1311,660.78,0.9872,1.9262,771.2,1600.87,3,16034.24,3,0,3.33,7.53,52.77
2,4G/LTE,40.6,0.9168,9.39,375.16,0.2678,0.4279,255.94,0.2556,1.4149,671.7,6957.67,1,21092.06,2,1,8.82,47.58,11.8
3,3G,740.15,3.8252,50.0,93.48,0.0839,0.1244,304.79,0.2318,1.4502,1138.42,491.55,1,26066.11,1,1,79.03,5.79,14.35
2,3G,211.61,0.7816,23.79,474.0,0.2621,0.3731,375.79,0.1096,1.641,1061.4,7279.41,1,8287.59,2,1,22.19,47.48,18.58
2,5G,27.93,0.168,5.39,757.35,0.462,0.4244,298.56,0.1071,1.5453,1083.84,6524.92,1,23483.77,2,1,2.44,74.64,13.23
1,Wi-Fi 6/7,13.53,0.0289,2.64,112.7,0.1885,0.2275,503.08,1.1834,2.9593,629.31,696.67,0,12277.41,3,1,0.36,19.93,63.89
2,4G/LTE,70.72,0.6693,12.62,262.17,0.2155,0.3537,322.8,0.167,1.1329,655.69,7884.46,0,4516.73,2,1,10.03,35.22,9.33
3,4G/LTE,206.05,4.1534,38.16,134.92,0.0667,0.1741,294.8,0.298,1.1037,635.77,7609.39,1,47207.76,1,0,46.2,9.3,9.83
3,Wi-Fi 6/7,648.32,3.4443,24.11,71.71,0.1435,0.2991,303.12,0.2323,1.7473,1023.15,4409.72,2,19119.52,0,1,63.94,19.87,18.73
3,4G/LTE,648.93,1.6662,44.41,131.88,0.1286,0.2826,279.49,0.2858,1.3947,1060.3,4227.0,1,35226.55,0,1,59.11,20.1,13.21
1,3G,272.95,0.6077,21.55,85.7,0.0992,0.1316,763.09,0.7977,1.9352,1121.74,6027.01,2,2968.63,0,0,24.11,6.97,54.64
2,3G,116.21,1.3195,12.54,909.25,0.4208,0.3596,359.81,0.1638,1.3253,1385.27,4679.38,2,31168.25,0,1,16.59,73.54,14.01
3,5G,541.32,2.5962,48.18,57.8,0.0975,0.2704,272.77,0.1778,1.7198,871.89,5291.22,3,49911.84,1,1,59.44,14.48,15.82
1,4G/LTE,89.26,0.4796,4.54,128.02,0.1143,0.1148,687.91,1.3403,2.6037,905.19,3540.35,3,13745.75,3,1,7.68,8.51,70.6
3,4G/LTE,392.4,2.8788,46.59,41.54,0.1682,0.1936,308.39,0.1275,1.3497,742.33,616.06,0,18397.03,1,0,51.92,13.79,11.16
2,5G,17.1,0.4424,3.22,900.91,0.2362,0.3704,327.93,0.2178,1.6247,1245.94,1024.37,2,14236.11,2,1,3.0,61.6,17.87
3,3G,878.4,4.4205,71.26,94.63,0.1314,0.2997,337.98,0.2423,1.0705,1311.01,4209.26,2,37705.33,0,1,96.31,19.96,10.5
1,5G,52.75,0.1109,1.78,66.97,0.0586,0.2062,529.93,1.0618,2.9207,649.65,4205.71,0,7459.74,3,1,2.59,8.22,62.48
3,4G/LTE,192.31,2.2727,36.58,96.02,0.1352,0.1602,374.25,0.1636,1.4656,662.58,6672.71,3,8572.97,1,0,33.65,11.54,16.83
3,4G/LTE,414.69,3.1821,46.72,117.11,0.1567,0.1961,362.8,0.2227,1.7524,894.6,6105.94,0,16100.97,1,0,55.09,16.01,21.62
3,5G,201.29,1.599,47.14,48.46,0.1235,0.2264,279.94,0.202,1.73,529.69,6156.98,2,19196.81,1,0,33.16,13.12,16.77
3,5G,211.15,1.2265,29.02,72.02,0.1458,0.1326,352.16,0.1645,1.701,635.33,6440.39,0,1027.95,0,0,26.32,9.62,19.27
2,4G/LTE,50.99,0.7882,6.03,744.06,0.2841,0.4207,394.78,0.1061,1.2314,1189.83,7864.25,0,40627.39,2,1,7.7,62.05,13.32
1,2G/EDGE,795.98,2.0222,21.2,97.99,0.1557,0.2626,788.59,0.7809,2.8156,1682.56,4939.02,3,27979.62,3,1,63.26,19.38,68.82
1,4G/LTE,70.64,0.6353,3.77,43.25,0.113,0.1378,756.55,0.7366,2.0189,870.44,7924.27,0,40109.71,3,1,7.3,6.68,54.48
2,4G/LTE,95.95,0.5505,7.34,880.41,0.2973,0.3199,221.18,0.2292,1.0906,1197.54,5719.79,0,13996.62,2,0,9.3,61.75,4.73
2,Wi-Fi 6/7,46.62,0.3403,4.11,565.18,0.4258,0.4647,282.28,0.1791,1.2856,894.08,6138.96,0,40017.92,2,1,4.21,67.54,9.81
3,Wi-Fi 6/7,566.77,4.0353,29.91,133.41,0.1144,0.1005,354.62,0.2863,1.7747,1054.8,456.93,0,44188.41,1,1,64.35,7.83,22.68
3,4G/LTE,156.87,2.083,48.66,106.88,0.073,0.2322,270.12,0.1172,1.2958,533.87,1873.11,1,17548.9,1,0,33.88,12.3,8.25
1,5G,5.15,0.2975,5.24,114.55,0.1834,0.188,581.5,0.7548,2.7634,701.2,3512.73,0,5945.1,3,1,2.71,17.19,57.22
3,4G/LTE,687.36,2.4746,48.19,53.86,0.1853,0.2588,244.64,0.2337,1.4741,985.86,2134.54,0,26974.43,0,1,67.3,19.46,11.73
2,Wi-Fi 6/7,16.21,0.1626,4.79,736.93,0.4959,0.381,260.51,0.1561,1.6832,1013.65,5264.16,2,42673.5,0,1,1.77,73.42,14.28
3,5G,591.77,2.7722,46.19,128.82,0.1158,0.1706,222.29,0.1541,1.3373,942.88,1171.21,1,18650.7,0,1,62.89,12.13,7.14
2,5G,43.54,0.4238,3.76,795.83,0.3809,0.4715,233.66,0.2831,1.1764,1073.03,4136.47,2,26836.46,2,1,4.43,73.62,7.6
1,4G/LTE,33.66,0.5496,9.23,97.5,0.1618,0.2943,673.68,0.9047,2.0122,804.84,4560.14,0,35609.27,3,1,6.17,21.75,53.24
3,5G,323.6,2.2008,26.14,106.3,0.0516,0.1585,353.41,0.1938,1.3303,783.31,3398.26,1,24700.31,1,0,37.96,6.25,14.3
3,4G/LTE,434.18,1.746,36.33,85.83,0.1758,0.2103,314.46,0.2425,1.2329,834.47,6830.56,0,25698.56,1,0,44.65,17.0,11.76
1,5G,46.84,0.0973,5.11,134.11,0.1416,0.2223,906.89,1.433,1.8131,1087.84,1983.36,1,42624.77,3,0,3.05,17.28,71.34
3,5G,780.35,3.4275,24.26,101.68,0.1638,0.2836,278.47,0.1103,1.1014,1160.5,7619.35,0,33796.47,1,1,71.65,21.37,5.63
2,2G/EDGE,567.4,1.2025,26.97,1251.66,0.2898,0.4658,335.76,0.26,1.677,2154.82,1468.32,2,36720.97,2,1,46.55,83.85,19.8
1,5G,38.84,0.1601,5.37,92.7,0.1139,0.1261,651.52,0.9942,2.297,783.06,5948.83,2,601.01,3,1,3.03,7.87,58.0
2,4G/LTE,97.2,0.7505,12.73,423.28,0.3595,0.4796,347.61,0.1533,1.3181,868.09,348.04,1,36410.41,0,1,12.11,58.73,13.1
3,4G/LTE,460.3,3.9343,46.1,129.25,0.0817,0.2027,286.75,0.228,1.1151,876.3,5652.8,1,6256.18,1,0,62.11,11.88,8.35
2,3G,157.58,0.5363,19.21,601.74,0.4049,0.3849,215.65,0.1555,1.4107,974.97,833.07,0,46555.64,2,1,16.23,62.53,7.93
1,4G/LTE,89.37,0.9017,4.76,62.97,0.0661,0.1279,699.72,1.486,1.988,852.06,1061.31,0,26399.92,3,0,10.28,3.68,64.56
2,4G/LTE,86.16,0.436,6.55,812.07,0.4632,0.492,244.03,0.1606,1.7247,1142.26,2961.1,1,28428.46,2,1,7.81,81.0,14.15
3,4G/LTE,452.75,4.7435,32.87,54.35,0.1814,0.2036,370.54,0.1616,1.1911,877.64,2728.84,0,45034.19,1,0,62.74,15.77,12.49
3,5G,277.23,3.9004,59.97,131.89,0.1756,0.2268,293.04,0.2996,1.7853,702.16,6137.68,0,9717.4,1,0,55.1,19.74,20.0
3,5G,314.35,3.0131,37.27,89.39,0.0733,0.2346,281.72,0.1768,1.1418,685.46,5381.35,0,41177.12,1,0,45.47,11.82,7.58
2,4G/LTE,116.94,0.7009,6.82,965.97,0.2321,0.4056,315.11,0.1574,1.3235,1398.02,765.01,0,45064.33,2,1,11.28,65.96,11.63
1,5G,12.47,0.0426,7.83,135.7,0.0591,0.1887,861.79,1.4605,2.5611,1009.96,4945.61,0,45495.69,3,1,1.92,9.74,80.8
3,Wi-Fi 6/7,192.93,2.9177,41.22,46.47,0.0851,0.1268,295.07,0.1567,1.4146,534.47,358.42,2,7411.75,1,0,38.88,4.26,11.99
2,5G,52.48,0.079,3.48,805.15,0.4004,0.4157,389.36,0.1351,1.6681,1246.99,5395.95,0,4775.92,2,1,2.81,71.78,20.12
2,Wi-Fi 6/7,9.61,0.3962,5.59,258.38,0.3764,0.4405,244.12,0.1979,1.4229,512.11,1269.84,2,38570.1,2,1,3.4,51.23,10.3
3,Wi-Fi 6/7,553.66,3.3643,33.06,123.81,0.1782,0.2629,351.44,0.2647,1.0931,1028.91,3676.1,0,49497.29,1,1,60.45,21.87,11.91
2,5G,35.62,0.1491,7.0,1211.63,0.2513,0.3244,257.56,0.2808,1.4225,1504.81,4780.78,1,4037.53,0,0,3.24,71.38,12.44
3,3G,602.28,4.5815,50.62,78.07,0.1388,0.1682,365.79,0.2093,1.0021,1046.14,4142.99,2,37044.48,1,1,75.63,11.61,10.27
2,4G/LTE,73.13,0.9209,8.19,862.41,0.3306,0.3865,251.2,0.2396,1.0044,1186.74,327.45,1,1593.78,2,1,10.42,67.45,5.12
2,5G,34.13,0.0327,4.62,960.65,0.24,0.338,297.15,0.1902,1.1475,1291.93,6006.36,0,15681.21,2,0,1.78,62.07,8.68
3,3G,699.92,5.7218,56.2,104.52,0.0771,0.1527,358.89,0.25,1.1908,1163.33,7064.11,0,36262.64,1,1,85.48,7.52,13.49
2,Wi-Fi 6/7,28.53,0.181,1.22,562.48,0.4214,0.4108,310.81,0.2639,1.1897,901.82,4934.0,3,1255.83,2,1,1.59,63.78,11.31
3,4G/LTE,735.77,2.3988,51.13,61.83,0.0657,0.2566,279.2,0.2573,1.3581,1076.8,7107.08,2,39672.44,1,1,70.53,11.65,12.14
2,5G,22.24,0.4349,2.79,1148.6,0.2559,0.3067,325.3,0.2204,1.273,1496.14,6661.3,0,34129.51,2,0,2.97,68.22,12.51
3,5G,506.89,0.8104,36.22,92.83,0.1342,0.1264,376.42,0.2305,1.626,976.14,7188.58,2,36334.91,1,1,43.28,9.24,20.54
3,3G,839.42,4.782,37.17,96.07,0.1216,0.2468,284.83,0.1813,1.6807,1220.32,5839.62,0,22807.23,1,1,86.94,16.05,15.9
2,5G,38.84,0.464,1.66,472.27,0.4246,0.4501,234.0,0.194,1.6458,745.11,5093.76,1,23494.0,2,1,3.89,63.06,13.07
1,4G/LTE,64.32,0.5234,8.21,94.13,0.1832,0.2266,922.61,1.1627,1.8322,1081.06,558.79,1,5300.53,3,0,7.52,18.82,67.59
2,Wi-Fi 6/7,39.48,0.2326,5.4,1068.07,0.3027,0.4402,234.26,0.2791,1.1984,1341.81,430.83,1,7545.31,2,1,3.51,76.66,7.89
1,Wi-Fi 6/7,42.19,0.2942,1.94,116.94,0.1021,0.2061,945.32,1.2294,1.882,1104.45,5412.97,0,15687.18,3,0,3.07,12.99,70.66
1,4G/LTE,101.61,0.6956,4.84,62.61,0.0929,0.1247,651.18,1.3683,2.3634,815.4,3475.62,2,25863.8,3,1,9.79,5.25,65.66
3,5G,753.01,2.8451,30.48,114.23,0.0987,0.2951,355.9,0.1194,1.6304,1223.14,3326.89,0,26222.94,1,1,68.33,18.22,17.6
2,2G/EDGE,896.55,3.4894,26.09,878.12,0.2464,0.3658,203.55,0.2965,1.6452,1978.22,639.81,1,37384.32,2,1,77.82,61.14,13.36
2,5G,26.76,0.4504,7.59,675.99,0.3984,0.3471,350.22,0.2163,1.3848,1052.97,4553.06,2,42928.88,2,0,4.7,62.52,15.36
3,5G,707.5,3.4269,37.83,95.91,0.063,0.2084,339.88,0.2842,1.5745,1143.29,698.17,0,19877.62,0,1,71.24,9.74,18.9
