network_latency_ms,packet_loss_pct,network_jitter_ms,gateway_latency_ms,gateway_failure_rate_pct,gateway_timeout_rate_pct,bank_latency_ms,bank_failure_rate_pct,bank_timeout_rate_pct,error_code_category,is_timeout_flag,true_network_degradation,true_gateway_degradation,true_bank_degradation
43.53,0.2093,4.83,134.26,0.075,0.1585,562.61,0.7653,2.1582,3,1,3.45,8.86,47.38
213.74,0.9016,13.89,485.03,0.3157,0.3615,322.97,0.1309,1.5765,2,1,20.2,50.75,15.35
27.48,0.4258,7.44,451.28,0.2298,0.357,202.32,0.2431,1.1169,2,1,4.55,43.47,4.42
20.61,0.3613,2.63,113.28,0.1605,0.1037,901.15,0.7978,2.4514,3,1,2.38,10.35,69.29
34.5,0.306,6.29,112.59,0.0565,0.2605,779.7,1.19,1.9794,3,0,3.91,13.19,63.14
266.45,4.2505,57.59,137.44,0.1829,0.254,298.84,0.2447,1.4808,1,0,55.88,22.14,14.74
17.55,0.0473,4.94,45.42,0.1382,0.2507,950.97,1.0769,2.9959,0,1,1.12,15.5,84.93
242.25,2.3265,25.83,45.09,0.1834,0.1465,355.33,0.1845,1.5646,1,0,33.84,11.99,17.74
247.57,0.4153,24.27,399.57,0.2103,0.472,284.79,0.155,1.7578,0,1,22.24,47.42,16.59
580.42,2.5903,29.49,83.12,0.1125,0.2097,244.75,0.1218,1.4852,1,1,56.36,12.64,9.9
24.36,0.9096,9.19,107.09,0.0601,0.1108,885.07,1.4023,2.7732,0,1,7.77,3.86,84.11
364.26,2.8835,71.36,113.6,0.0996,0.218,316.91,0.2757,1.0168,0,0,57.37,13.44,9.24
11.19,0.2098,7.2,44.72,0.1942,0.2358,612.71,1.4536,2.1579,3,1,2.74,18.28,62.18
18.25,0.4348,6.26,784.13,0.496,0.4311,249.81,0.2129,1.6445,2,1,3.83,78.33,14.17
59.17,0.8747,3.85,505.32,0.4394,0.3745,370.31,0.1911,1.4553,2,1,8.08,60.57,16.97
35.9,0.4659,12.73,374.42,0.2492,0.3085,288.53,0.2295,1.231,0,0,6.8,38.85,10.2
40.95,0.2271,3.39,865.61,0.4038,0.409,226.37,0.2893,1.1862,2,1,2.99,73.86,7.49
575.95,3.1885,48.25,43.69,0.0633,0.1814,286.13,0.2933,1.5807,1,1,65.05,6.11,16.47
85.91,0.4678,11.37,103.4,0.0672,0.2562,647.68,0.9144,2.2718,3,1,9.36,13.29,56.0
69.1,0.1072,3.39,919.8,0.375,0.4195,213.15,0.1161,1.4038,2,1,3.93,74.63,7.0
712.25,3.2999,54.89,71.36,0.099,0.1141,253.87,0.1982,1.5313,1,1,75.63,5.32,12.42
369.54,2.0628,43.72,128.08,0.1182,0.2462,357.76,0.233,1.1158,1,0,44.86,16.99,12.0
48.78,0.479,4.09,67.97,0.1796,0.2689,984.8,0.8427,1.8524,3,0,5.16,20.25,65.29
983.05,4.6625,48.67,120.26,0.1328,0.1611,303.06,0.1667,1.1446,1,1,91.31,12.35,8.51
1006.55,4.0591,43.25,119.51,0.1751,0.1474,209.37,0.2815,1.1707,1,1,86.14,14.28,6.27
43.64,0.776,7.64,106.94,0.146,0.2209,487.94,1.2777,2.2242,3,1,7.66,16.47,53.79
399.39,3.0944,28.18,121.88,0.1753,0.2336,304.41,0.1272,1.4424,1,0,48.36,19.77,12.34
42.27,0.8143,4.23,943.49,0.2082,0.4607,282.21,0.2672,1.6368,0,1,6.83,66.97,16.65
12.73,0.0378,4.75,68.41,0.0925,0.1174,684.74,1.4013,2.6195,3,1,1.01,4.99,71.77
231.64,5.0334,49.99,70.9,0.0793,0.2922,211.66,0.286,1.1717,1,0,56.16,15.12,6.48
319.17,3.0971,27.37,72.35,0.0699,0.1279,220.89,0.2465,1.356,0,0,43.43,4.28,9.0
27.63,0.2585,1.53,1044.79,0.3959,0.3872,298.78,0.1293,1.0774,2,1,2.0,78.69,6.62
384.13,2.714,31.21,227.36,0.3475,0.4505,319.09,0.2732,1.4273,0,1,46.05,48.77,15.46
36.37,0.9597,9.19,229.26,0.3492,0.4852,254.65,0.1533,1.5905,2,1,8.78,51.12,12.54
86.11,0.6686,6.58,323.42,0.2171,0.3111,287.0,0.2459,1.7876,2,0,9.21,34.96,18.77
27.32,0.1848,5.61,47.56,0.0941,0.1732,615.98,1.1326,2.911,0,1,2.57,7.8,67.9
538.74,4.1627,58.15,74.43,0.0511,0.2493,384.28,0.1011,1.5335,1,1,71.53,10.7,17.24
5.36,0.2965,5.73,595.38,0.3576,0.4451,380.18,0.193,1.5971,0,1,2.84,62.9,19.63
31.79,0.0123,5.55,82.21,0.1013,0.1188,868.62,1.046,1.8505,0,0,1.78,6.18,63.08
315.51,2.5568,42.22,114.8,0.0542,0.1572,368.18,0.1828,1.0191,1,0,44.22,6.66,10.17
36.78,0.0657,4.34,75.62,0.1237,0.2844,640.73,1.3565,2.7361,3,1,2.05,17.77,70.52
94.62,0.8971,10.02,112.33,0.1046,0.1992,821.7,1.1349,2.9086,3,1,12.06,12.55,78.19
75.79,0.0673,8.25,115.58,0.0746,0.1129,667.3,1.345,2.5898,3,1,5.47,5.28,69.44
66.83,0.4402,5.8,78.66,0.1292,0.2056,927.98,1.1625,2.9542,3,1,6.48,13.33,84.69
191.54,1.6539,19.98,306.89,0.3009,0.4394,250.21,0.1366,1.2109,2,1,25.15,47.95,6.33
47.7,0.3961,1.24,130.64,0.1878,0.2123,712.71,1.0275,2.7274,3,1,4.01,19.6,68.11
56.61,0.1491,6.2,485.23,0.2068,0.3513,316.95,0.1393,1.2299,2,1,4.25,42.86,10.0
103.34,0.3417,11.76,851.43,0.2393,0.3345,210.02,0.1269,1.4705,0,0,9.74,57.7,8.04
126.49,2.2338,51.04,50.85,0.0596,0.2296,354.58,0.1487,1.7257,1,0,33.68,9.15,19.48
717.07,3.2857,40.74,136.92,0.086,0.2652,232.38,0.1448,1.3863,0,1,71.79,16.36,8.21
90.49,0.911,12.36,725.43,0.4824,0.4284,306.67,0.2007,1.4741,2,1,12.57,75.06,14.24
52.43,0.3188,4.89,713.64,0.2639,0.3283,397.2,0.2793,1.5822,2,0,4.65,53.79,21.79
454.12,2.6894,22.71,55.17,0.0878,0.2043,232.13,0.1558,1.2736,1,0,47.59,9.61,6.71
48.24,0.1485,2.29,45.39,0.136,0.2377,539.66,0.7794,2.6421,3,1,2.64,14.54,53.75
142.19,1.7803,19.67,357.22,0.4538,0.3651,330.91,0.2263,1.2605,0,1,22.92,55.38,12.71
115.94,1.6412,8.1,52.72,0.1307,0.1495,564.17,1.1089,2.9751,0,1,17.23,8.95,65.85
56.26,0.1131,14.87,43.93,0.1482,0.1885,834.4,1.0859,2.6434,0,1,6.49,12.23,73.98
655.65,4.2227,62.64,84.87,0.138,0.131,362.36,0.2272,1.7479,1,1,80.05,9.49,21.61
52.63,0.4728,7.54,255.07,0.4776,0.3814,326.22,0.2961,1.7061,2,1,6.34,54.16,20.4
12.98,0.124,3.76,71.92,0.1136,0.1985,765.82,0.8982,2.2904,3,1,1.25,11.59,61.9
50.69,0.4565,14.26,605.55,0.3026,0.4197,293.81,0.2099,1.6184,2,1,8.05,58.03,15.93
333.68,1.719,33.41,114.73,0.0553,0.1497,381.88,0.1645,1.3033,1,0,37.74,6.26,14.8
576.61,1.4411,35.07,137.8,0.1264,0.2061,345.49,0.1596,1.0359,0,1,50.84,15.39,8.88
21.06,0.9562,12.27,773.38,0.3871,0.4837,201.34,0.1314,1.7158,0,1,8.73,73.96,11.36
6.74,0.4772,7.1,525.32,0.2378,0.4727,316.23,0.1272,1.7033,0,1,4.32,54.01,16.85
216.66,1.2891,10.84,292.93,0.3574,0.3613,214.26,0.1397,1.4951,0,1,21.83,46.31,8.85
372.72,3.2153,29.32,44.38,0.079,0.1703,285.31,0.1146,1.7834,1,0,47.85,6.49,16.28
23.6,0.332,2.84,774.72,0.3766,0.3889,381.74,0.1293,1.3918,0,1,2.44,67.38,15.49
83.0,0.3404,12.54,1007.62,0.3247,0.318,239.29,0.2089,1.1421,0,0,8.76,68.22,6.04
48.8,0.31,2.06,260.05,0.4712,0.4922,381.48,0.1385,1.2664,2,1,3.57,60.84,13.76
364.86,0.9674,66.46,68.56,0.1752,0.221,286.57,0.1797,1.6243,1,0,44.51,16.98,15.12
47.6,0.8145,6.94,1004.02,0.2572,0.321,258.23,0.2756,1.2448,2,0,7.92,63.78,9.72
81.01,0.0862,12.25,51.17,0.1116,0.2635,658.59,0.7335,2.6082,3,1,7.03,14.74,58.36
438.95,2.0693,24.44,114.81,0.1178,0.2691,360.79,0.1072,1.4193,1,0,43.47,17.89,14.46
158.24,3.6371,46.24,118.49,0.1744,0.1336,376.9,0.172,1.147,1,0,42.59,13.34,12.34
283.21,3.4504,31.53,76.87,0.1337,0.1512,208.8,0.2094,1.3016,1,0,44.62,10.16,6.92
56.05,0.4585,6.88,105.39,0.1899,0.1252,646.18,1.0951,2.8383,3,1,6.27,13.35,67.65
250.96,1.4008,24.74,564.28,0.2358,0.4928,214.38,0.295,1.2428,2,1,28.49,56.6,7.84
105.82,0.7206,15.0,794.96,0.489,0.3872,266.56,0.2387,1.3296,2,1,13.09,75.53,10.75
788.88,2.0776,29.51,47.4,0.0762,0.2779,1166.09,0.9975,2.1586,3,1,65.55,13.14,78.41
433.68,2.5144,64.95,101.77,0.178,0.2737,232.33,0.2601,1.7202,1,0,57.41,21.71,15.28
104.11,0.8176,9.95,104.66,0.0561,0.1734,603.53,0.9839,2.6747,3,1,12.12,7.42,61.08
201.17,1.0167,52.09,76.83,0.1465,0.1159,352.54,0.167,1.1724,1,0,31.07,8.81,11.41
17.7,0.0582,7.86,69.6,0.1806,0.1008,559.51,1.2519,2.4787,0,1,2.02,9.87,60.73
34.13,0.966,9.76,262.1,0.2735,0.4366,364.12,0.1695,1.418,0,1,8.84,44.27,15.72
66.91,0.3051,4.21,56.75,0.0721,0.2946,884.24,0.9227,2.758,3,1,5.22,14.26,75.27
292.67,0.6157,15.9,576.72,0.3293,0.3664,257.48,0.1944,1.5967,2,1,23.71,55.4,13.51
602.42,3.0936,28.8,88.78,0.0987,0.2553,246.44,0.2624,1.1439,0,1,60.48,14.78,7.38
261.55,1.0763,14.6,652.69,0.3341,0.3284,365.58,0.2854,1.6418,2,0,24.27,56.19,21.22
7.36,0.1983,3.73,493.46,0.3547,0.4262,345.66,0.2642,1.6986,0,1,1.68,57.71,20.69
957.03,7.1838,89.38,64.43,0.149,0.2347,265.4,0.1755,1.0699,1,1,100.0,15.93,5.67
87.19,0.0687,4.25,119.99,0.0768,0.2305,519.15,1.2778,2.8268,3,1,5.01,12.94,64.39
29.07,0.127,4.88,71.23,0.1945,0.2966,594.7,1.1123,2.8217,0,1,2.12,23.09,65.14
374.12,1.6701,30.22,64.05,0.0749,0.1642,298.11,0.2356,1.6934,1,0,38.91,6.57,17.73
113.25,0.8665,11.52,88.22,0.128,0.295,1010.96,0.8578,2.0562,3,1,13.4,19.2,69.92
25.06,0.5411,7.16,94.29,0.192,0.1287,573.75,1.2655,2.4969,3,1,5.02,13.3,61.95
109.56,0.4545,12.48,63.66,0.1923,0.2149,740.1,1.4208,2.8524,0,1,10.99,17.56,78.38
105.7,1.0689,17.87,122.02,0.1997,0.2549,785.46,1.0606,2.9229,3,1,15.99,22.74,75.27
343.01,1.9477,30.68,56.87,0.1001,0.2226,346.4,0.1994,1.0716,1,0,38.88,11.64,10.17
540.66,3.2702,40.33,46.85,0.1674,0.1901,323.86,0.2609,1.1333,1,1,61.2,13.71,11.07
53.62,0.9975,8.57,220.16,0.4456,0.4478,307.22,0.1498,1.0694,0,1,9.84,54.87,7.29
25.29,0.2366,6.23,43.67,0.0879,0.2427,876.35,0.7857,2.3369,3,1,2.94,11.58,66.12
32.55,0.4043,4.91,855.57,0.2423,0.3862,392.93,0.2515,1.7063,2,1,4.0,61.29,22.95
44.09,0.1146,5.4,575.37,0.4114,0.3259,363.99,0.1053,1.4626,0,0,3.08,58.29,15.23
832.54,2.2747,59.02,57.68,0.0577,0.1294,347.47,0.273,1.05,1,1,77.74,3.01,11.21
47.65,0.4016,2.24,247.09,0.3883,0.4746,233.5,0.2863,1.766,2,1,4.1,53.73,16.49
568.07,1.8488,21.52,83.13,0.1452,0.2217,242.39,0.1954,1.433,0,1,48.91,15.57,10.32
24.3,0.4439,3.38,450.9,0.4212,0.4629,339.5,0.2941,1.3648,2,1,3.31,62.84,15.91
27.87,0.4034,3.07,66.58,0.1485,0.1781,745.01,1.2407,2.2942,3,1,3.19,12.44,67.03
26.85,0.1583,4.68,647.62,0.4502,0.3206,243.25,0.2193,1.5423,2,0,2.12,63.25,12.43
699.13,3.7703,45.28,105.95,0.1686,0.1075,239.98,0.1073,1.2405,1,1,74.94,10.85,5.74
57.81,0.3516,6.62,82.27,0.0645,0.1338,554.89,1.4643,2.3973,3,1,5.65,4.66,63.07
466.5,2.8706,58.29,139.91,0.1884,0.182,396.68,0.2493,1.0852,1,0,59.57,18.1,13.78
91.9,0.7066,11.38,967.79,0.4471,0.4842,367.73,0.1259,1.2642,2,1,11.15,85.28,12.81
413.31,1.5666,38.97,123.47,0.1385,0.1895,334.02,0.2635,1.7053,1,0,43.1,14.62,20.2
707.72,1.7245,53.27,81.42,0.0999,0.279,355.18,0.1041,1.5887,0,1,65.45,16.07,16.66
400.24,3.6434,51.15,59.86,0.1283,0.2463,390.36,0.2502,1.5289,0,0,58.27,15.11,20.13
18.7,0.3135,5.13,249.36,0.4659,0.3893,349.99,0.1993,1.7037,2,1,2.78,53.66,19.83
103.2,0.12,8.95,451.06,0.2665,0.49,268.97,0.112,1.7198,2,1,7.6,54.22,14.46
223.38,1.049,22.63,631.44,0.2969,0.4799,224.36,0.1283,1.0119,0,1,24.15,62.38,1.9
853.71,1.2483,23.43,116.26,0.1666,0.2452,796.4,0.7652,1.8943,3,0,62.65,19.71,55.11
311.27,5.1171,76.89,45.61,0.1834,0.252,238.53,0.1417,1.1958,0,0,67.13,18.6,5.61
86.51,0.8476,7.32,82.69,0.1973,0.2568,675.43,1.0295,2.6593,0,1,10.52,21.22,65.26
38.5,0.1129,3.12,1001.54,0.3659,0.4126,304.83,0.125,1.5085,2,1,2.09,76.66,13.32
90.81,0.0586,4.12,100.93,0.0774,0.1056,893.64,1.3551,2.5373,3,1,5.12,4.46,80.15
135.53,1.7226,20.14,942.28,0.3267,0.4081,247.67,0.2664,1.7311,2,1,22.31,71.54,16.32
723.72,1.8558,38.88,132.05,0.0521,0.1695,322.76,0.1294,1.5483,0,1,63.07,7.94,14.89
197.63,1.2751,14.76,234.67,0.4794,0.3627,358.35,0.1639,1.0032,0,1,21.75,52.35,9.11
5.86,0.2513,4.4,321.18,0.2918,0.4662,220.75,0.1936,1.5349,0,1,2.19,49.55,10.73
42.53,0.2106,7.79,349.52,0.3884,0.4433,236.84,0.13,1.0383,0,1,4.24,55.62,2.95
35.93,0.2411,5.68,366.57,0.2282,0.4311,277.94,0.1911,1.5568,0,1,3.44,44.82,13.88
34.33,0.0879,5.3,107.95,0.0626,0.1629,568.39,1.2042,2.0389,0,1,2.31,7.32,53.72
42.58,0.4358,3.34,941.37,0.2572,0.4058,351.1,0.2462,1.0236,0,1,4.33,66.73,10.52
49.19,0.1482,2.24,115.06,0.171,0.2981,873.92,0.9726,2.9169,3,1,2.67,23.26,78.03
16.71,0.3478,2.44,73.94,0.0841,0.149,664.42,0.7691,1.9044,3,0,2.21,6.61,48.74
60.44,0.5002,9.79,1090.73,0.4825,0.4913,221.59,0.2755,1.6764,2,1,7.61,92.69,14.36
799.74,4.7765,40.9,121.32,0.1595,0.2796,348.47,0.2695,1.3332,1,1,85.64,21.57,15.45
56.56,0.349,2.09,64.34,0.1763,0.1419,686.21,1.436,2.5803,0,1,4.27,11.95,71.87
494.91,1.8981,32.2,49.89,0.0674,0.2348,282.48,0.2681,1.6297,1,0,47.95,9.96,16.57
365.44,5.9772,37.22,59.33,0.1234,0.2923,370.49,0.2379,1.6316,1,0,60.38,17.64,20.46
32.13,0.0296,7.89,78.35,0.0728,0.2333,790.39,1.0566,2.8033,3,1,2.57,11.29,73.65
228.09,0.7859,8.95,682.08,0.2483,0.4066,253.01,0.2364,1.0227,2,1,18.94,56.46,5.43
20.26,0.1688,12.08,511.41,0.299,0.337,328.51,0.2402,1.3167,2,0,3.91,49.09,13.68
272.05,1.6309,24.28,371.24,0.2865,0.489,200.27,0.2988,1.3165,2,1,30.98,52.5,8.31
241.68,1.2035,12.9,89.28,0.095,0.2192,494.11,1.1374,2.8829,3,1,23.38,12.3,61.47
44.53,0.9675,3.1,127.97,0.08,0.2895,834.35,1.1701,2.1815,3,1,7.56,17.14,68.55
57.93,0.3791,8.0,640.11,0.4133,0.435,211.41,0.2759,1.3892,0,1,6.22,67.66,9.55
386.71,1.3122,37.05,56.9,0.0555,0.2527,321.1,0.2367,1.7878,1,0,39.46,10.54,20.31
1478.34,6.5791,59.96,63.16,0.1706,0.1918,352.2,0.1915,1.4996,1,1,96.56,14.65,16.74
36.59,0.0852,6.91,457.51,0.2236,0.4471,254.88,0.2673,1.3349,2,1,2.89,48.92,10.76
33.49,0.182,2.66,52.63,0.1882,0.2425,568.65,0.8477,2.7435,3,1,2.07,18.59,57.94
654.95,5.0019,50.94,94.44,0.098,0.1798,337.03,0.1567,1.798,1,1,81.33,10.23,19.83
249.86,0.7862,23.17,412.84,0.377,0.4675,385.36,0.1117,1.335,2,1,24.29,58.75,14.5
297.41,4.3088,54.32,74.88,0.1806,0.2636,200.12,0.2738,1.4235,1,0,57.12,20.24,9.46
35.22,0.8064,4.6,389.9,0.4274,0.3579,336.48,0.1515,1.1929,2,1,6.48,54.4,10.64
48.62,0.8994,5.18,85.87,0.1382,0.2028,712.17,1.3337,2.4337,3,1,7.99,14.03,69.14
241.42,1.4557,40.38,59.45,0.161,0.1837,340.1,0.1244,1.2958,1,0,32.72,13.36,11.88
42.65,0.1164,7.89,124.17,0.1684,0.166,729.91,0.8167,2.4636,3,1,3.71,15.17,61.25
268.57,2.6702,67.46,76.91,0.1065,0.1688,265.87,0.1388,1.1516,1,0,49.35,9.45,6.26
104.84,0.4148,8.54,67.18,0.0911,0.1124,846.46,1.1375,2.7586,3,1,9.35,4.53,77.23
679.71,4.7874,74.99,92.27,0.102,0.2167,340.63,0.128,1.3789,1,1,87.53,12.72,13.22
181.5,1.9167,21.63,60.57,0.1087,0.2856,542.28,1.1567,2.2929,0,1,26.61,16.28,55.38
82.97,0.6181,6.69,534.57,0.353,0.3161,221.2,0.2519,1.721,2,0,8.75,52.25,14.59
545.43,2.4701,24.28,79.04,0.1868,0.1842,389.65,0.2838,1.3177,1,1,52.09,15.85,17.53
58.77,0.3608,2.77,727.04,0.3545,0.3241,230.74,0.1039,1.1757,2,0,4.67,60.07,4.24
463.0,3.7921,42.72,41.78,0.0859,0.1809,324.37,0.2329,1.4888,0,0,60.45,7.52,15.92
320.87,2.0652,41.78,76.7,0.1802,0.1604,398.02,0.2325,1.2846,1,0,41.46,13.83,16.54
60.27,0.243,12.05,601.95,0.2206,0.3739,290.33,0.1497,1.7825,2,1,6.7,49.57,17.14
92.92,0.6697,13.15,109.25,0.1145,0.2346,830.63,1.0571,2.7581,3,1,11.49,15.31,74.99
42.22,0.3901,5.23,125.52,0.1366,0.2037,655.42,0.745,2.9375,0,1,4.57,15.46,63.35
14.25,0.261,4.41,102.51,0.1919,0.216,454.14,0.8499,1.839,3,0,2.25,19.05,38.68
90.64,0.183,11.14,47.32,0.1576,0.1648,768.32,0.9701,2.2601,3,1,7.86,11.5,62.86
76.65,0.1919,8.63,123.11,0.0523,0.1546,753.98,1.339,2.9342,3,1,6.38,6.68,78.84
329.58,4.192,56.1,73.34,0.1421,0.1171,349.07,0.2687,1.3735,0,0,58.82,8.46,16.07
385.83,3.4753,25.07,105.94,0.1492,0.2483,373.11,0.1997,1.7088,1,0,48.96,18.35,21.07
679.41,3.2947,30.6,74.31,0.1303,0.1983,340.0,0.1512,1.2372,1,1,66.73,12.78,11.47
346.68,1.5263,44.16,93.52,0.065,0.212,320.31,0.1581,1.2647,1,0,40.42,10.01,11.02
617.97,2.6037,45.71,71.82,0.0538,0.1459,214.68,0.1248,1.638,1,1,63.29,4.32,10.75
934.35,3.8837,82.27,110.97,0.0787,0.2383,316.93,0.1408,1.7784,1,1,93.3,13.22,18.25
987.89,6.5957,74.53,58.44,0.1657,0.1626,397.66,0.282,1.7013,1,1,100.0,12.32,23.65
647.32,3.6122,23.9,115.25,0.075,0.2927,213.3,0.1367,1.6182,0,1,64.83,16.53,10.59
651.19,3.2338,66.03,124.85,0.1698,0.1389,364.22,0.2627,1.5708,1,1,74.83,13.6,19.68
526.6,4.5204,34.25,76.44,0.1614,0.275,382.83,0.2556,1.4755,1,1,66.14,19.73,19.05
22.17,0.3543,4.46,72.33,0.1119,0.2791,628.85,0.8717,2.4536,0,1,2.96,16.53,57.03
649.04,4.2351,54.94,63.8,0.1217,0.2445,363.3,0.1443,1.4472,1,1,77.54,14.7,15.66
34.42,0.4724,1.55,91.43,0.165,0.22,686.59,0.8994,2.3828,3,1,3.68,17.1,59.35
10.33,0.1108,5.46,88.27,0.0703,0.1768,436.04,1.0506,2.768,3,1,1.65,7.96,55.3
11.9,0.3982,1.16,684.48,0.2866,0.4044,341.16,0.1788,1.7429,0,1,2.39,58.97,19.61
460.26,1.5169,30.13,45.98,0.083,0.2821,237.66,0.2169,1.6287,1,0,43.04,13.81,13.4
42.97,0.1336,4.8,40.8,0.1385,0.2808,787.77,1.4519,2.7577,3,1,2.95,17.23,79.9
646.12,2.6909,55.41,77.8,0.0631,0.2526,249.64,0.2497,1.4609,1,1,68.24,11.83,12.07
58.7,0.3841,13.65,45.93,0.1958,0.1016,1002.74,0.8497,2.5851,3,1,7.91,10.04,77.3
23.68,0.3259,4.14,135.91,0.0857,0.209,645.21,1.0982,2.5498,0,1,2.78,12.79,63.33
37.57,0.0526,2.25,1169.2,0.4385,0.4755,368.51,0.1351,1.073,2,1,1.42,91.71,10.15
48.57,0.1281,7.16,646.6,0.3678,0.4984,324.33,0.1795,1.6321,2,1,3.92,68.83,17.12
41.9,0.362,2.06,628.33,0.2923,0.4264,299.67,0.2657,1.0432,2,1,3.48,58.62,8.59
32.53,0.2007,1.37,886.7,0.3939,0.3685,304.01,0.2652,1.5068,2,1,1.94,71.46,15.75
73.12,0.5326,12.34,606.48,0.2713,0.3249,223.46,0.1593,1.3221,2,0,9.27,50.05,7.06
73.03,0.3125,14.55,1273.28,0.3634,0.4128,380.32,0.2417,1.7458,2,1,8.58,85.44,22.73
89.4,0.6652,7.8,709.32,0.2624,0.3727,322.7,0.2024,1.5081,2,1,9.73,56.3,15.59
308.75,1.6493,23.94,119.48,0.1383,0.1572,357.76,0.1493,1.1756,1,0,33.15,12.44,11.4
920.39,3.7361,80.57,82.89,0.1487,0.1244,271.11,0.1235,1.4544,1,1,92.42,9.71,10.79
83.14,0.4323,4.51,619.68,0.4016,0.3628,315.93,0.1667,1.494,2,1,7.03,61.6,14.4
23.8,0.2647,5.53,637.04,0.2052,0.3881,200.53,0.114,1.4384,2,1,2.82,50.74,6.85
546.42,3.8828,29.17,473.96,0.4442,0.3442,265.31,0.1543,1.7185,2,0,62.03,57.82,15.01
569.09,3.7301,43.24,107.02,0.0687,0.1765,301.98,0.2455,1.3709,1,1,66.46,8.54,13.26
181.86,1.8568,23.85,889.92,0.299,0.4802,355.93,0.2539,1.017,0,1,26.9,72.23,10.8
42.04,0.2137,11.99,599.52,0.3044,0.3404,389.61,0.2913,1.4512,0,0,5.43,52.97,19.66
197.41,3.4552,46.04,97.15,0.0506,0.1313,282.48,0.2931,1.5781,0,0,43.75,4.14,16.24
58.63,0.4495,3.04,72.67,0.1057,0.1789,686.36,1.4039,2.9123,0,1,5.27,9.87,76.29
33.46,0.3945,2.69,137.12,0.0718,0.1081,494.05,1.1097,2.193,3,1,3.36,5.6,50.63
29.06,0.4884,1.03,869.43,0.2105,0.4811,374.63,0.204,1.1008,2,1,3.46,65.62,12.1
223.2,2.3399,31.08,98.77,0.1071,0.1528,258.57,0.2924,1.3017,1,0,34.3,9.31,10.89
170.54,3.1631,39.17,112.23,0.1642,0.1301,253.85,0.1111,1.7109,1,0,38.45,12.2,13.55
977.06,6.173,55.03,111.82,0.0856,0.2021,293.71,0.1807,1.2004,1,1,95.15,11.45,9.13
655.75,1.537,52.54,45.4,0.1664,0.298,349.29,0.2068,1.1052,0,1,61.06,20.34,10.95
53.38,0.4977,3.32,49.19,0.1529,0.1858,582.12,1.1934,1.9125,3,0,5.33,12.57,52.32
33.53,0.4038,5.08,598.43,0.4446,0.4973,311.46,0.1865,1.5052,2,1,4.1,72.08,14.7
85.36,0.1886,5.22,60.44,0.0858,0.1453,752.28,1.3208,2.6631,0,1,5.9,5.98,74.36
728.13,3.5256,35.8,81.06,0.131,0.108,262.02,0.2318,1.0531,1,1,72.47,7.44,6.25
197.26,1.9202,20.35,630.99,0.3638,0.3177,321.23,0.28,1.5214,2,0,27.19,56.69,17.1
54.93,0.4724,7.72,92.15,0.1966,0.2515,801.94,0.8979,2.5687,3,1,6.52,21.2,67.88
36.75,0.3267,4.21,92.87,0.0552,0.2278,585.7,1.1363,1.9601,3,0,3.58,10.32,52.19
1131.33,3.929,57.94,64.72,0.076,0.1682,248.62,0.2234,1.0107,1,1,89.56,6.92,4.8
22.79,0.9754,12.83,47.34,0.1174,0.227,743.38,0.8666,1.9695,3,0,9.11,12.71,55.4
295.63,3.0173,27.09,105.5,0.1923,0.1047,214.51,0.2551,1.0795,1,0,41.49,12.24,4.69
399.3,1.3854,25.9,46.52,0.171,0.2816,729.97,1.488,1.8787,3,0,37.45,19.66,64.46
571.57,7.9488,43.54,40.94,0.1631,0.2768,278.86,0.1057,1.6876,1,1,74.31,18.63,14.36
13.66,0.1014,7.85,111.73,0.0876,0.2182,974.89,1.3654,2.0538,3,1,2.28,12.58,77.15
328.22,1.8759,50.57,63.15,0.1369,0.2303,270.8,0.1909,1.3739,0,0,43.26,14.81,10.77
341.45,2.7247,23.13,131.75,0.0911,0.2269,329.56,0.1501,1.7974,1,0,41.29,14.11,19.33
51.48,0.2966,4.22,269.98,0.469,0.4416,290.86,0.2862,1.1668,2,1,4.27,57.91,10.37
71.74,0.5112,7.19,887.49,0.2228,0.4318,360.8,0.2664,1.0333,2,1,7.59,64.04,11.51
740.74,5.1512,82.61,104.37,0.1476,0.1402,221.93,0.2469,1.4525,1,1,92.4,11.43,10.51
479.39,2.0783,28.56,53.57,0.1089,0.1015,392.78,0.1573,1.5404,1,0,47.08,4.53,18.77
22.3,0.1537,3.14,981.03,0.3403,0.4378,347.63,0.1099,1.7004,2,1,1.38,75.75,18.06
214.2,3.4987,54.45,103.35,0.1752,0.1258,376.36,0.2644,1.3418,1,0,47.4,12.33,16.88
116.22,0.2562,10.32,352.84,0.4249,0.4395,358.82,0.2399,1.103,2,1,9.57,57.94,11.98
105.74,0.9309,4.11,49.58,0.1214,0.2176,797.98,0.7017,2.9617,3,1,11.23,12.47,70.07
45.14,0.2011,10.74,637.02,0.2432,0.4441,381.75,0.2466,1.0984,2,1,5.18,56.77,13.18
491.06,1.2949,58.66,65.83,0.1354,0.1694,306.83,0.1388,1.4953,1,0,51.67,11.0,13.46
433.19,3.6479,31.43,125.23,0.1952,0.161,240.88,0.2074,1.7664,1,0,54.6,16.69,15.46
291.06,2.777,57.37,90.84,0.2,0.1765,234.22,0.273,1.15,1,0,48.43,16.69,7.05
330.95,1.9053,53.62,50.3,0.0941,0.1725,381.85,0.222,1.0453,0,0,44.47,7.86,11.95
47.48,0.4712,2.85,134.71,0.1941,0.2627,602.47,1.1601,2.6966,3,1,4.69,23.33,64.5
